Genus_&_Specie,Time,Location,Current_Country,Cranial_Capacity,Height,Incisor_Size,Prognathism,Foramen_Mágnum_Position,Canine Size,Canines_Shape,Tooth_Enamel,Tecno,Tecno_type,Diet,Hip
Homo Rudolfensis,2.26901589,Africa,Kenya,656.80731,139.4583,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.26808973,Africa,Ethiopia,326.87869,119.66189,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Habilis,2.26775642,Africa,Ethiopia,647.42035,136.10165,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Australopithecus Garhi,2.26661321,Africa,Ethiopia,345.91875,125.18363,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.26607407,Africa,Ethiopia,277.66013,110.95019,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.26600702,Africa,Ethiopia,273.5974,110.59081,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Habilis,2.26533808,Africa,Ethiopia,662.97665,127.5832,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.26515038,Africa,Kenya,741.11827,121.9901,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.26480862,Africa,Ethiopia,330.70453,128.98071,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.26472637,Africa,Kenya,565.42972,138.99119,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.26449153,Africa,Ethiopia,243.219,129.18936,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.2643887,Africa,Kenya,708.21764,132.26261,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.26306676,Africa,Ethiopia,255.33817,121.44313,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.26271891,Africa,Ethiopia,492.35455,111.34644,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Habilis,2.26266414,Africa,Ethiopia,724.27102,125.96919,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Australopithecus Garhi,2.26184435,Africa,Ethiopia,471.66408,120.3784,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Habilis,2.26106081,Africa,Ethiopia,631.64369,122.54273,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.26076342,Africa,Ethiopia,761.85399,128.51937,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.25846724,Africa,Ethiopia,790.90609,139.52115,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.25714516,Africa,Kenya,602.5052,137.54659,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.25614641,Africa,Ethiopia,888.34483,120.59145,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.25533289,Africa,Ethiopia,720.74425,125.64348,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.25478015,Africa,Kenya,713.79169,130.37012,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.25471101,Africa,Ethiopia,423.21526,127.14906,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.25439157,Africa,Ethiopia,366.12262,126.05652,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.25330751,Africa,Ethiopia,326.83506,111.45754,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Habilis,2.25329631,Africa,Ethiopia,714.11548,132.90036,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.25198608,Africa,Kenya,763.31056,120.36861,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.25132607,Africa,Ethiopia,311.2444,128.64852,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.25051384,Africa,Kenya,687.06626,130.09509,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.24983081,Africa,Ethiopia,738.93076,130.14531,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.24942666,Africa,Ethiopia,698.31186,129.59215,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.24843706,Africa,Kenya,560.08927,124.07979,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.24790247,Africa,Ethiopia,642.7418,129.88521,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.24732287,Africa,Ethiopia,666.60892,138.55424,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.24714079,Africa,Kenya,805.71054,131.82488,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.24624592,Africa,Ethiopia,797.60621,120.39732,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.24587777,Africa,Kenya,557.64203,131.15983,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.24524367,Africa,Ethiopia,897.00178,131.62378,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.24352475,Africa,Ethiopia,704.91958,120.61318,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.24298842,Africa,Ethiopia,854.7428,137.36609,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.24289527,Africa,Ethiopia,801.33311,137.05864,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.24239594,Africa,Kenya,551.55822,123.48148,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.24161753,Africa,Ethiopia,771.2466,124.68514,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.24047839,Africa,Ethiopia,703.75321,123.72091,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.24042739,Africa,Kenya,786.60044,127.96562,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Rudolfensis,2.23983463,Africa,Kenya,676.06254,137.5356,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Rudolfensis,2.23824929,Africa,Kenya,542.6795,123.6053,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Rudolfensis,2.23795169,Africa,Kenya,717.96622,130.85293,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.23748551,Africa,Ethiopia,500.90329,120.46055,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.23728606,Africa,Ethiopia,346.08366,128.00303,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Habilis,2.23661043,Africa,Ethiopia,678.22301,127.42807,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.23576347,Africa,Ethiopia,669.06664,139.62789,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Australopithecus Garhi,2.23575206,Africa,Ethiopia,522.17649,118.82813,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.23523096,Africa,Ethiopia,270.96996,128.75882,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Habilis,2.23341868,Africa,Ethiopia,642.36884,130.8169,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.23294945,Africa,Ethiopia,690.09267,138.9815,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Australopithecus Garhi,2.23178342,Africa,Ethiopia,264.6823,115.69045,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.23051367,Africa,Ethiopia,516.36409,110.25637,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.23019626,Africa,Kenya,757.71218,127.70925,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Rudolfensis,2.22997687,Africa,Kenya,797.62461,125.10963,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.22994224,Africa,Ethiopia,247.26475,120.4487,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.22992414,Africa,Ethiopia,414.74532,111.32381,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.22936021,Africa,Kenya,809.68237,136.30408,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.22904216,Africa,Ethiopia,864.15141,135.56759,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.22819634,Africa,Kenya,544.65527,133.15145,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.22784743,Africa,Ethiopia,616.1291,123.71616,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Australopithecus Garhi,2.2274946,Africa,Ethiopia,327.19764,119.62603,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.22631215,Africa,Kenya,804.88061,121.88402,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.22579486,Africa,Ethiopia,636.77539,129.7252,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Australopithecus Garhi,2.22576893,Africa,Ethiopia,445.00587,126.65605,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.22547942,Africa,Ethiopia,284.51215,120.78618,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.22511361,Africa,Kenya,637.4356,120.06901,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.22463982,Africa,Ethiopia,750.33116,134.82789,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Australopithecus Garhi,2.22194906,Africa,Ethiopia,252.76209,115.65838,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.22151621,Africa,Ethiopia,456.06024,113.94703,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Habilis,2.22147873,Africa,Ethiopia,746.41212,124.63653,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.22093562,Africa,Kenya,561.97031,130.80824,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Rudolfensis,2.21874999,Africa,Kenya,790.34509,132.25382,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.21864275,Africa,Ethiopia,294.51596,129.92599,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.21815731,Africa,Kenya,659.66001,122.18243,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.21789467,Africa,Ethiopia,433.93877,119.89522,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.21762117,Africa,Kenya,755.94752,134.2396,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Rudolfensis,2.21726253,Africa,Kenya,645.073,127.89918,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.21511197,Africa,Ethiopia,678.80036,135.65577,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Habilis,2.21405091,Africa,Ethiopia,661.04557,128.36254,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Australopithecus Garhi,2.21272478,Africa,Ethiopia,286.2351,117.43381,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.21169262,Africa,Kenya,748.73483,122.93965,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.21139694,Africa,Ethiopia,469.80371,113.28502,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.21129202,Africa,Ethiopia,399.13317,119.6804,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.21063542,Africa,Kenya,597.89264,135.49803,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.21059993,Africa,Ethiopia,877.56632,123.37601,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Rudolfensis,2.21007227,Africa,Kenya,816.43371,121.9272,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.20977169,Africa,Ethiopia,390.28656,119.54784,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.20819344,Africa,Ethiopia,295.15844,114.16063,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.20770827,Africa,Ethiopia,234.06757,119.3586,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.20757539,Africa,Kenya,695.27325,120.60635,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.20729216,Africa,Ethiopia,412.69124,126.49875,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Habilis,2.20718448,Africa,Ethiopia,797.11658,133.0378,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Australopithecus Garhi,2.20710249,Africa,Ethiopia,293.67166,111.43405,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.20628953,Africa,Ethiopia,522.62042,112.92849,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.20613901,Africa,Ethiopia,226.39769,125.20466,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.20570089,Africa,Ethiopia,521.76256,125.03132,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.20526792,Africa,Ethiopia,266.22718,126.93931,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.20464157,Africa,Kenya,790.2953,137.52909,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Australopithecus Garhi,2.20404276,Africa,Ethiopia,343.79396,127.37653,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Australopithecus Garhi,2.20400733,Africa,Ethiopia,341.00858,111.96984,big,medium-high,anterior,big,conicalls,thick,likely,primitive,omnivore,slim
Homo Rudolfensis,2.20349705,Africa,Kenya,582.17227,131.7168,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Rudolfensis,2.20341968,Africa,Kenya,686.55681,131.34123,small,medium-high,anterior,big,conicalls,thick,no,no,hard fruits,slim
Homo Habilis,2.20163259,Africa,Ethiopia,707.50252,123.37825,small,medium,anterior,small,incisiform,medium-thin,yes,mode 1,omnivore,modern
Homo Ergaster,2.19411815,Africa,Kenya,719.41175,162.43976,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.1927561,Africa,Kenya,723.48777,168.99945,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.19097785,Africa,Kenya,777.77673,150.85844,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.18761099,Africa,Kenya,797.45093,168.65491,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.18717623,Africa,Kenya,897.78717,162.7194,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.18256969,Africa,Kenya,917.28514,162.9541,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.18178342,Africa,Kenya,927.20035,168.18207,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.1809657,Africa,Kenya,890.7129,151.10625,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.17895826,Africa,Kenya,927.72483,158.5087,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.17496717,Africa,Kenya,765.13667,165.47212,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.17427884,Africa,Kenya,701.15702,156.7141,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.16657847,Africa,Kenya,724.36777,155.72999,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.16641912,Africa,Kenya,936.0957,165.49688,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.16483152,Africa,Kenya,802.62874,166.80299,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.15884801,Africa,Kenya,909.25408,160.94864,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.15686111,Africa,Kenya,952.94972,155.50351,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.15366824,Africa,Kenya,853.81167,158.54973,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14958249,Africa,Kenya,930.1226,152.74901,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14894184,Africa,Kenya,942.35899,168.05328,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14710202,Africa,Kenya,791.92785,152.39974,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14602119,Africa,Kenya,881.14741,160.80304,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14591142,Africa,Kenya,986.80427,150.4183,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14380676,Africa,Kenya,702.29715,152.62271,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14374416,Africa,Kenya,982.44158,169.74736,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14180366,Africa,Kenya,988.82408,165.73476,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14069794,Africa,Kenya,903.43517,169.11415,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.14060223,Africa,Kenya,955.50826,158.99964,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13847078,Africa,Kenya,840.95,155.14346,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13711732,Africa,Kenya,968.66382,160.16947,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13591129,Africa,Kenya,933.85677,167.22818,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13502412,Africa,Kenya,812.39632,150.65276,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13422733,Africa,Kenya,810.55355,160.0319,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13407709,Africa,Kenya,883.20799,152.43656,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13402036,Africa,Kenya,705.78115,163.5009,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13368346,Africa,Kenya,993.21825,164.25183,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13287738,Africa,Kenya,880.43038,164.28272,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.13139066,Africa,Kenya,855.31172,161.56061,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.12949255,Africa,Kenya,788.24718,150.08656,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.12750767,Africa,Kenya,824.9874,161.30592,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.12698819,Africa,Kenya,949.8697,155.73885,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.12622015,Africa,Kenya,977.1533,165.70243,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.11980695,Africa,Kenya,707.73884,160.90006,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.11453351,Africa,Kenya,982.35763,158.0909,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.11245733,Africa,Kenya,869.31284,169.93196,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.11051945,Africa,Kenya,900.39361,154.32527,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10880491,Africa,Kenya,941.14619,158.24073,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10879142,Africa,Kenya,807.69826,161.76307,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10869068,Africa,Kenya,779.70553,166.13953,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10671467,Africa,Kenya,888.72878,152.05621,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10517593,Africa,Kenya,706.78208,150.97945,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10511197,Africa,Kenya,883.07625,165.59833,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10394361,Africa,Kenya,834.04269,157.78286,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10389969,Africa,Kenya,719.6401,152.81849,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10376131,Africa,Kenya,726.90316,165.18576,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10092496,Africa,Kenya,909.24291,166.43297,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.10009696,Africa,Kenya,894.46499,157.3447,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.09954903,Africa,Kenya,745.73662,168.00657,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.09909736,Africa,Kenya,720.37945,152.85232,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.09891476,Africa,Kenya,700.69736,156.13715,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.0976332,Africa,Kenya,959.84505,154.54843,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.09591101,Africa,Kenya,871.59519,167.4395,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.09399615,Africa,Kenya,877.26963,164.10108,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.08946863,Africa,Kenya,772.41372,165.81324,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.08896182,Africa,Kenya,788.67384,158.09852,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.08816867,Africa,Kenya,948.41404,167.91612,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.08766909,Africa,Kenya,704.0305,155.86295,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.08603741,Africa,Kenya,834.96246,153.65341,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.08550837,Africa,Kenya,748.85891,163.83048,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.0806855,Africa,Kenya,819.06081,150.81129,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.07950681,Africa,Kenya,756.89017,150.72206,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.07943677,Africa,Kenya,701.17719,156.99143,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.07652212,Africa,Kenya,746.31053,151.13818,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.07282012,Africa,Kenya,909.65274,168.70057,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.07270959,Africa,Kenya,795.74652,160.93921,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.07117685,Africa,Kenya,992.2189,167.81066,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.06616791,Africa,Kenya,805.38463,165.60483,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.06549728,Africa,Kenya,771.07887,161.68295,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.06390459,Africa,Kenya,853.90212,158.64411,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.06317218,Africa,Kenya,938.25522,167.64437,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.06056182,Africa,Kenya,878.07458,157.90664,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
Homo Ergaster,2.05558897,Africa,Kenya,867.49245,151.31493,very small,reduced,modern,small,incisiform,medium-thin,yes,mode 2,omnivore,modern
